,Unnamed: 0,id,observed_on,description,latitude,longitude,map_scale,timeframe,species_guess,user_id,taxon_id,created_at,updated_at,place_guess,id_please,observed_on_string,iconic_taxon_id,num_identification_agreements,num_identification_disagreements,time_observed_at,time_zone,location_is_exact,delta,positional_accuracy,private_latitude,private_longitude,geoprivacy,quality_grade,positioning_method,positioning_device,out_of_range,license,uri,observation_photos_count,comments_count,zic_time_zone,oauth_application_id,observation_sounds_count,identifications_count,captive,community_taxon_id,site_id,old_uuid,public_positional_accuracy,mappable,cached_votes_total,last_indexed_at,private_place_guess,uuid,taxon_geoprivacy,short_description,user_login,iconic_taxon_name,tag_list,faves_count,created_at_utc,updated_at_utc,time_observed_at_utc,owners_identification_from_vision,user,taxon_name,rank,ancestry,common_name,common_name_id,common_name_name,is_valid,lexicon,rank_level,medium_photo_url,coordinates_obscured,tree_health
25,25,70979315,2018-02-03,blank,48.4046273095,-123.6461532545,,,Western Redcedar,408815,48252,2021-03-11T03:10:36.949Z,2021-03-11T03:10:37.002Z,"Capital, BC, Canada",False,2018/02/03 1:00 PM PST,47126,0,0,2018-02-03T21:00:00.000Z,Pacific Time (US & Canada),False,False,621.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70979315,1,0,America/Los_Angeles,,0,1,False,,1.0,,621.0,True,0,2021-03-11T03:10:41.947Z,,35fde96d-193f-42ca-a2c0-e1c11df30de1,open,,iancruickshank,Plantae,[],0,2021-03-11T03:10:36.949Z,2021-03-11T03:10:37.002Z,2018-02-03T21:00:00.000Z,False,"{'login': 'iancruickshank', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/408815/thumb.jpg?1500588801'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115484905/medium.jpeg?1615431939,,damaged
26,26,70977130,2021-03-10,blank,48.4838916667,-123.3461533333,,,western redcedar,3949059,48252,2021-03-11T02:24:38.263Z,2021-03-11T05:37:53.763Z,"Glendenning Rd, Victoria, BC, CA",False,Wed Mar 10 2021 17:20:16 GMT-0800 (PST),47126,1,0,2021-03-10T17:20:16.000Z,UTC,False,False,,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70977130,2,0,Etc/UTC,3.0,0,2,False,48252.0,5.0,,,True,0,2021-03-11T05:37:56.529Z,,cc96b881-4d94-4048-8da7-697ed9634827,open,,kylie_jhstn,Plantae,[],0,2021-03-11T02:24:38.263Z,2021-03-11T05:37:53.763Z,2021-03-10T17:20:16.000Z,True,"{'login': 'kylie_jhstn', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3949059/thumb.jpg?1610501822'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115481156/medium.jpg?1615429484,,healthy
27,27,70972404,2018-01-07,blank,48.4745989304,-124.256849484,,,western redcedar,408815,48252,2021-03-11T00:37:57.809Z,2021-03-11T01:14:15.982Z,"Capital, BC, Canada",False,2018/01/07 2:47 PM PST,47126,1,0,2018-01-07T22:47:00.000Z,Pacific Time (US & Canada),False,False,489.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70972404,2,0,America/Los_Angeles,,0,2,False,48252.0,1.0,,489.0,True,0,2021-03-11T01:14:18.923Z,,1f2ea9d5-7cca-4188-be06-876084f1648c,open,,iancruickshank,Plantae,[],0,2021-03-11T00:37:57.809Z,2021-03-11T01:14:15.982Z,2018-01-07T22:47:00.000Z,True,"{'login': 'iancruickshank', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/408815/thumb.jpg?1500588801'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115471607/medium.jpeg?1615422899,,healthy
28,28,70970025,2021-03-10,blank,49.046616666700004,-122.29779166670001,,,western redcedar,3948533,48252,2021-03-10T23:51:10.882Z,2021-03-10T23:56:51.083Z,"Crescent Way, Abbotsford, BC, CA",False,Wed Mar 10 2021 14:02:00 GMT-0800 (PST),47126,1,0,2021-03-10T14:02:00.000Z,UTC,False,False,5.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70970025,6,0,Etc/UTC,3.0,0,2,False,48252.0,1.0,,5.0,True,0,2021-03-10T23:56:56.292Z,,576998a0-8f4b-4f64-9fa0-08139e40f9b3,open,,madspower,Plantae,[],0,2021-03-10T23:51:10.882Z,2021-03-10T23:56:51.083Z,2021-03-10T14:02:00.000Z,True,"{'login': 'madspower', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3948533/thumb.jpg?1611778531'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115467713/medium.jpg?1615420275,,healthy
29,29,70966814,2018-05-28,blank,49.0516966618,-125.7079254211,,,Western Redcedar,408815,48252,2021-03-10T22:52:06.116Z,2021-03-10T22:52:06.170Z,"Alberni-Clayoquot, BC, Canada",False,2018/05/28 2:12 PM PDT,47126,0,0,2018-05-28T21:12:00.000Z,Pacific Time (US & Canada),False,False,61.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70966814,1,0,America/Los_Angeles,,0,1,False,,1.0,,61.0,True,0,2021-03-10T22:52:14.631Z,,04be14e9-9590-434f-844a-bb880873960f,open,,iancruickshank,Plantae,[],0,2021-03-10T22:52:06.116Z,2021-03-10T22:52:06.170Z,2018-05-28T21:12:00.000Z,False,"{'login': 'iancruickshank', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/408815/thumb.jpg?1500588801'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115460261/medium.jpeg?1615415747,,damaged
30,30,70959239,2019-10-27,Large slash piles that appear to be dominantly western redcedar.,50.173858240600005,-119.1902184725,,,Western Redcedar,1430087,48252,2021-03-10T20:32:21.044Z,2021-03-10T20:35:34.128Z,"North Okanagan, BC, Canada",False,2019/10/27 4:13 PM PDT,47126,0,0,2019-10-27T23:13:00.000Z,Pacific Time (US & Canada),False,False,122.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70959239,4,0,America/Los_Angeles,,0,1,False,,1.0,,122.0,True,0,2021-03-10T20:35:50.020Z,,104f6a19-86aa-4d66-b6ff-5cfd05923eca,open,Large slash piles that appear to be dominantly western redcedar.,simonerunyan,Plantae,[],0,2021-03-10T20:32:21.044Z,2021-03-10T20:35:34.128Z,2019-10-27T23:13:00.000Z,False,"{'login': 'simonerunyan', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/1430087/thumb.jpg?1550877476'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115448297/medium.jpeg?1615408018,,dead
31,31,70955580,2021-03-10,blank,49.3373197422,-123.02452589709999,,,western redcedar,3676313,48252,2021-03-10T19:28:22.829Z,2021-03-10T19:32:07.764Z,"Draycott Rd, North Vancouver, BC, CA",False,Wed Mar 10 2021 11:26:39 GMT-0800 (PST),47126,1,0,2021-03-10T11:26:39.000Z,UTC,False,False,65.0,,,,research,,,,,https://www.inaturalist.org/observations/70955580,1,0,Etc/UTC,3.0,0,2,False,48252.0,5.0,,65.0,True,0,2021-03-10T19:32:13.820Z,,2d3e8874-c8ad-452a-9ccb-75b43a342b05,open,,megan_miller,Plantae,[],0,2021-03-10T19:28:22.829Z,2021-03-10T19:32:07.764Z,2021-03-10T11:26:39.000Z,True,"{'login': 'megan_miller', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3676313/thumb.jpeg?1601241932'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/115442849/medium.jpg?1615404525,,healthy
32,32,70955299,2021-03-10,blank,49.3373994458,-123.0247255802,,,western redcedar,3676313,48252,2021-03-10T19:23:01.899Z,2021-03-10T19:32:14.330Z,"Draycott Rd, North Vancouver, BC, CA",False,Wed Mar 10 2021 11:22:48 GMT-0800 (PST),47126,1,0,2021-03-10T11:22:48.000Z,UTC,False,False,64.0,,,,research,,,,,https://www.inaturalist.org/observations/70955299,1,0,Etc/UTC,3.0,0,2,False,48252.0,5.0,,64.0,True,0,2021-03-10T19:32:18.365Z,,e7526d2b-8562-4b73-b713-b792bb1a58a4,open,,megan_miller,Plantae,[],0,2021-03-10T19:23:01.899Z,2021-03-10T19:32:14.330Z,2021-03-10T11:22:48.000Z,True,"{'login': 'megan_miller', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3676313/thumb.jpeg?1601241932'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/115442693/medium.jpg?1615404430,,healthy
33,33,70930865,2018-05-13,blank,49.1336557775,-125.6173033308,,,Western Redcedar,408815,48252,2021-03-10T09:17:14.087Z,2021-03-10T09:17:14.144Z,"Alberni-Clayoquot, BC, Canada",False,2018/05/13 4:32 PM PDT,47126,0,0,2018-05-13T23:32:00.000Z,Pacific Time (US & Canada),False,False,122.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70930865,1,0,America/Los_Angeles,,0,1,False,,1.0,,122.0,True,0,2021-03-10T09:17:18.341Z,,e0f6f75b-0028-4f89-b31d-4cf61f0ce370,open,,iancruickshank,Plantae,[],0,2021-03-10T09:17:14.087Z,2021-03-10T09:17:14.144Z,2018-05-13T23:32:00.000Z,True,"{'login': 'iancruickshank', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/408815/thumb.jpg?1500588801'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115401560/medium.jpeg?1615367054,,healthy
34,34,70929797,2018-04-18,blank,49.199188737700005,-125.38722090790002,,,western redcedar,408815,48252,2021-03-10T08:35:47.928Z,2021-03-12T05:22:54.785Z,"Alberni-Clayoquot, BC, Canada",False,2018/04/18 6:28 PM PDT,47126,1,0,2018-04-19T01:28:00.000Z,Pacific Time (US & Canada),False,False,177.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70929797,1,0,America/Los_Angeles,,0,2,False,48252.0,1.0,,177.0,True,0,2021-03-12T05:22:57.825Z,,400ee45b-5444-4cdf-bd12-491d9ea90d39,open,,iancruickshank,Plantae,[],0,2021-03-10T08:35:47.928Z,2021-03-12T05:22:54.785Z,2018-04-19T01:28:00.000Z,False,"{'login': 'iancruickshank', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/408815/thumb.jpg?1500588801'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115399841/medium.jpeg?1615365234,,dead
35,35,70928024,2021-03-06,blank,48.4825537997,-123.44715979969999,,,western redcedar,1445553,48252,2021-03-10T07:28:37.326Z,2021-03-10T16:52:51.467Z,"Capital, British Columbia, Canada",False,2021/03/06 1:10 PM UTC,47126,1,0,2021-03-06T13:10:00.000Z,UTC,False,False,,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70928024,3,0,Etc/UTC,,0,2,False,48252.0,1.0,,,True,0,2021-03-10T16:52:55.337Z,,7dd4a567-7258-4d95-96d0-2ce9907cc660,open,,caalders,Plantae,[],0,2021-03-10T07:28:37.326Z,2021-03-10T16:52:51.467Z,2021-03-06T13:10:00.000Z,True,"{'login': 'caalders', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115390300/medium.jpg?1615354155,,healthy
36,36,70921580,2021-03-09,blank,49.032970481999996,-122.6887665689,,,western redcedar,4090825,48252,2021-03-10T04:26:09.934Z,2021-03-10T04:31:41.499Z,A Rocha Canada,False,2021-03-09 1:09:47 PM PST,47126,1,0,2021-03-09T13:09:47.000Z,UTC,False,False,177.0,,,,research,gps,gps,,CC-BY-NC,https://www.inaturalist.org/observations/70921580,1,0,Etc/UTC,2.0,0,2,False,48252.0,5.0,,177.0,True,0,2021-03-10T04:31:44.560Z,,a4993341-cc91-4242-969a-6bfbbc37ce29,open,,rachelk-vcs,Plantae,[],0,2021-03-10T04:26:09.934Z,2021-03-10T04:31:41.499Z,2021-03-09T13:09:47.000Z,True,"{'login': 'rachelk-vcs', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115385484/medium.jpeg?1615350374,,healthy
37,37,70920852,2021-03-07,"Watershed Park, Delta, BC, Canada",49.1079027778,-122.8990777778,,,western redcedar,459348,48252,2021-03-10T04:09:13.387Z,2021-03-10T19:39:59.231Z,"Delta, BC, Canada",False,2021/03/07 1:12 PM PST,47126,1,0,2021-03-07T21:12:00.000Z,Pacific Time (US & Canada),False,False,7.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70920852,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,7.0,True,0,2021-03-10T19:40:17.194Z,,1479d77c-16fb-4cbf-be11-ecf61012d6f0,open,"Watershed Park, Delta, BC, Canada",johndreynolds,Plantae,"['2021', 'BC', 'Canada', 'Vancouver']",0,2021-03-10T04:09:13.387Z,2021-03-10T19:39:59.231Z,2021-03-07T21:12:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115384186/medium.jpg?1615349259,,healthy
38,38,70920156,2021-03-07,"Watershed Park, Delta, BC, Canada",49.118575,-122.91750277780001,,,western redcedar,459348,48252,2021-03-10T03:53:10.073Z,2021-03-10T05:25:10.765Z,"Delta, BC, Canada",False,2021/03/07 12:24 PM PST,47126,1,0,2021-03-07T20:24:00.000Z,Pacific Time (US & Canada),False,False,8.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70920156,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,8.0,True,0,2021-03-10T05:25:14.702Z,,293c39ad-2e2f-4db1-9b8c-38e051af4c05,open,"Watershed Park, Delta, BC, Canada",johndreynolds,Plantae,"['2021', 'BC', 'Canada', 'Vancouver']",0,2021-03-10T03:53:10.073Z,2021-03-10T05:25:10.765Z,2021-03-07T20:24:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115378197/medium.jpg?1615345251,,healthy
39,39,70920155,2021-03-07,"Watershed Park, Delta, BC, Canada",49.113905555600006,-122.9063333333,,,western redcedar,459348,48252,2021-03-10T03:53:09.330Z,2021-03-10T05:29:02.730Z,"Delta, BC, Canada",False,2021/03/07 12:49 PM PST,47126,1,0,2021-03-07T20:49:00.000Z,Pacific Time (US & Canada),False,False,5.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70920155,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,5.0,True,0,2021-03-10T05:29:07.882Z,,e64ce354-64ec-4bbb-b28a-2bcd6217d44c,open,"Watershed Park, Delta, BC, Canada",johndreynolds,Plantae,"['2021', 'BC', 'Canada', 'Vancouver']",0,2021-03-10T03:53:09.330Z,2021-03-10T05:29:02.730Z,2021-03-07T20:49:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115378144/medium.jpg?1615345220,,brown
40,40,70920151,2021-03-07,"Watershed Park, Delta, BC, Canada",49.118063888900004,-122.916175,,,western redcedar,459348,48252,2021-03-10T03:53:08.995Z,2021-03-11T02:27:47.050Z,"Greater Vancouver, British Columbia, Canada",False,2021/03/07 12:29 PM PST,47126,1,0,2021-03-07T20:29:00.000Z,Pacific Time (US & Canada),False,False,7.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70920151,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,7.0,True,0,2021-03-11T02:27:50.383Z,,61972f5e-38fb-4209-8f9f-59b2bc1c74a7,open,"Watershed Park, Delta, BC, Canada",johndreynolds,Plantae,"['2021', 'BC', 'Canada', 'Vancouver']",0,2021-03-10T03:53:08.995Z,2021-03-11T02:27:47.050Z,2021-03-07T20:29:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115378162/medium.jpg?1615345234,,healthy
41,41,70915854,2021-03-07,"Delta-South Surrey Greenway, BC, Canada",49.104175,-122.8955777778,,,western redcedar,459348,48252,2021-03-10T02:28:54.958Z,2021-03-10T15:36:16.008Z,"Surrey Newton, Surrey, BC, Canada",False,2021/03/07 11:13 AM PST,47126,1,0,2021-03-07T19:13:00.000Z,Pacific Time (US & Canada),False,False,4.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70915854,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,4.0,True,0,2021-03-10T15:36:20.220Z,,9951538c-4dc5-45d8-819d-4cdb6a1b0cf0,open,"Delta-South Surrey Greenway, BC, Canada",johndreynolds,Plantae,[],0,2021-03-10T02:28:54.958Z,2021-03-10T15:36:16.008Z,2021-03-07T19:13:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115373086/medium.jpg?1615342316,,healthy
42,42,70912105,2021-03-09,blank,49.0980236111,-122.4838130556,,,western redcedar,2925102,48252,2021-03-10T01:17:40.995Z,2021-03-10T06:08:38.122Z,"Langley Twp, BC V4W, Canada",False,2021-03-09 10:35:12 AM PST,47126,1,0,2021-03-09T10:35:12.000Z,UTC,False,False,,,,,research,gps,gps,,CC-BY-NC,https://www.inaturalist.org/observations/70912105,1,0,Etc/UTC,2.0,0,2,False,48252.0,5.0,,,True,0,2021-03-10T06:08:40.596Z,,f4744116-b6b4-41e4-b0ea-64ed717daf07,open,,madaboutforests,Plantae,[],0,2021-03-10T01:17:40.995Z,2021-03-10T06:08:38.122Z,2021-03-09T10:35:12.000Z,True,"{'login': 'madaboutforests', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/2925102/thumb.jpeg?1588912049'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115367710/medium.jpeg?1615339066,,brown
43,43,70906997,2021-03-09,blank,48.967819338599995,-123.8007226075,,,Western Redcedar,3029117,48252,2021-03-09T23:41:28.536Z,2021-03-09T23:41:29.471Z,"Cowichan Valley, BC, Canada",False,2021/03/09 1:07 PM ,47126,0,0,2021-03-09T21:07:00.000Z,Pacific Time (US & Canada),False,False,2.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70906997,1,0,America/Los_Angeles,,0,1,False,,1.0,,2.0,True,0,2021-03-09T23:41:36.679Z,,71a1126f-52d1-4414-95e7-d788de507c7f,open,,pacificwhitesideddolphin,Plantae,[],0,2021-03-09T23:41:28.536Z,2021-03-09T23:41:29.471Z,2021-03-09T21:07:00.000Z,False,"{'login': 'pacificwhitesideddolphin', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3029117/thumb.jpg?1590200948'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115357603/medium.jpeg?1615332853,,healthy
44,44,70902723,2021-03-09,blank,48.948378000000005,-123.502153,16.0,,western redcedar,679628,48252,2021-03-09T22:25:09.723Z,2021-03-10T00:31:56.992Z,"Capital, CA-BC, CA",False,2021-03-09 10:52:23,47126,1,0,2021-03-09T18:52:23.000Z,Pacific Time (US & Canada),False,False,37.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70902723,2,0,America/Los_Angeles,,0,2,False,48252.0,1.0,,37.0,True,0,2021-03-10T00:32:00.093Z,,bb18b925-34b9-45a9-aa9e-a4df8afe0c77,open,,kevintoo,Plantae,[],0,2021-03-09T22:25:09.723Z,2021-03-10T00:31:56.992Z,2021-03-09T18:52:23.000Z,False,"{'login': 'kevintoo', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/679628/thumb.jpg?1528304033'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/115350398/medium.jpeg?1615328704,,damaged
45,45,70899549,2021-03-09,blank,49.03331603,-122.68643938,,,western redcedar,4089455,48252,2021-03-09T21:34:48.346Z,2021-03-11T02:34:03.449Z,"Langley City, BC V2Z 1V6, Canada",False,2021-03-09 1:33:52 PM PST,47126,2,0,2021-03-09T13:33:52.000Z,UTC,False,False,9.0,,,,research,,,,,https://www.inaturalist.org/observations/70899549,1,0,Etc/UTC,2.0,0,3,False,48252.0,1.0,,9.0,True,0,2021-03-11T02:34:06.921Z,,924c9aef-5e12-436b-9981-c46bdfd2e8df,open,,shai_kroeker,Plantae,[],0,2021-03-09T21:34:48.346Z,2021-03-11T02:34:03.449Z,2021-03-09T13:33:52.000Z,,"{'login': 'shai_kroeker', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/4089455/thumb.jpeg?1615314275'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/115344876/medium.jpeg?1615325702,,healthy
46,46,70898563,2021-03-09,blank,49.033049354300005,-122.6866543293,,,western redcedar,2285457,48252,2021-03-09T21:16:57.838Z,2021-03-10T03:22:45.616Z,"Surrey, BC V3S 9V2, Canada",False,2021-03-09 1:04:04 PM PST,47126,1,0,2021-03-09T21:04:04.000Z,Pacific Time (US & Canada),False,False,8.0,,,,research,,,,,https://www.inaturalist.org/observations/70898563,1,0,America/Los_Angeles,2.0,0,2,False,48252.0,1.0,,8.0,True,0,2021-03-10T03:22:48.255Z,,c181057d-64fa-4ed2-8931-9bef11509e67,open,,jessica_weemhoff,Plantae,[],0,2021-03-09T21:16:57.838Z,2021-03-10T03:22:45.616Z,2021-03-09T21:04:04.000Z,True,"{'login': 'jessica_weemhoff', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/115343012/medium.jpeg?1615324642,,healthy
47,47,70897873,2021-03-09,blank,49.0315335963,-122.6891776121,,,western redcedar,4088147,48252,2021-03-09T21:06:37.074Z,2021-03-11T02:36:06.085Z,"16 Ave, Surrey, BC, CA",False,Tue Mar 09 2021 13:05:20 GMT-0800 (PST),47126,2,0,2021-03-09T13:05:20.000Z,UTC,False,False,97.0,,,,research,,,,,https://www.inaturalist.org/observations/70897873,1,0,Etc/UTC,3.0,0,3,False,48252.0,1.0,,97.0,True,0,2021-03-11T02:36:09.588Z,,442a7902-d159-44d1-8105-0bf5d9b40926,open,,miriam_vcs,Plantae,[],0,2021-03-09T21:06:37.074Z,2021-03-11T02:36:06.085Z,2021-03-09T13:05:20.000Z,True,"{'login': 'miriam_vcs', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/4088147/thumb.jpeg?1615277788'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/115342031/medium.jpg?1615324080,,healthy
